,sofifa_id,short_name,player_positions,overall_2020,overall,age,pace,shooting,passing,dribbling,defending,physic
5023,238988,M. Ullmann,CI,70,71,23,83,59,64,69,65,70
5024,239045,E. Kılınç,CI,70,70,24,78,64,65,73,34,52
5025,239303,Y. Njie,ST,70,70,25,76,67,55,67,40,70
5026,240982,J. Moreno,CM,70,70,25,64,57,69,63,67,72
5027,242112,E. Bello,CD,70,70,23,84,61,67,69,35,54
5028,243607,D. Pineda,EI,70,70,23,74,65,63,75,29,50
5029,244147,A. Păun,EI,70,70,24,84,61,64,75,31,64
5030,244272,D. Perić,DF,70,70,24,69,36,39,58,67,76
5031,251717,S. Herreyra,DF,70,71,26,57,30,41,42,69,79
5032,198046,D. Dąbrowski,CM,70,71,26,68,57,65,66,67,65
5033,200715,A. Davies,GK,70,71,26,0,0,0,0,0,0
5034,204030,S. Kitsiou,LD,70,70,25,75,58,66,69,66,67
5035,207835,Ademilson,ST,70,70,25,91,68,57,70,31,72
5036,209417,R. Murawski,CM,70,71,25,80,53,69,71,66,77
5037,209729,B. McKay,CI,70,70,24,87,63,66,73,38,41
5038,209828,Carlinhos,CM,70,70,25,69,64,67,74,40,69
5039,211021,P. Bråtveit,GK,70,70,23,0,0,0,0,0,0
5040,211612,Jhon Cley,CM,70,70,25,68,71,66,72,29,67
5041,211844,N. Gavory,LI,70,70,24,73,59,74,66,63,68
5042,212242,R. Andrich,CM,70,70,24,66,60,70,67,62,76
5043,212282,I. Sylla,LI,70,70,25,70,61,69,70,65,74
5044,212321,J. Meffert,CM,70,70,24,54,50,63,64,69,74
5045,212381,R. Insigne,MP,70,71,25,84,64,71,73,27,40
5046,212459,M. Cavion,CM,70,70,24,63,63,70,70,63,68
5047,213228,S. Asamoah,CM,70,70,25,70,55,65,71,66,70
5048,215373,S. Coopman,CM,70,70,24,58,60,70,72,40,48
5049,215437,D. Fisher,LD,70,71,25,79,26,51,66,69,76
5050,218208,C. Fuentes,CM,70,71,26,73,56,62,65,68,79
5051,220172,S. Janko,LD,70,70,23,89,49,56,66,65,69
5052,221994,Núrio,LI,70,70,24,84,42,64,71,64,70
5053,222129,A. Koșelev,GK,70,70,25,0,0,0,0,0,0
5054,223633,L. Paqarada,LI,70,70,24,76,45,68,69,66,67
5055,223765,R. Bauer,LD,70,71,24,70,51,60,63,70,75
5056,224980,M. Busch,LD,70,70,24,86,46,58,68,65,72
5057,227362,S. Rosted,DF,70,70,24,47,53,52,52,70,72
5058,231985,K. Rosenberry,LD,70,71,25,70,51,63,68,68,69
5059,234033,Borja Lasso,CM,70,70,25,66,69,70,69,36,64
5060,237766,S. Kaneko,CD,70,70,24,85,66,62,74,35,65
5061,238717,E. Pinnock,DF,70,70,26,71,37,55,59,69,77
5062,239090,P. Wiesinger,DF,70,71,25,68,40,54,58,70,70
5063,239704,K. Wagner,LI,70,70,22,76,32,57,66,68,73
5064,239842,G. Giakoumakis,ST,70,70,24,72,69,44,64,28,77
5065,240164,D. Zuma,ED,70,70,24,78,56,66,76,41,47
5066,240257,C. Traoré,LD,70,70,24,74,46,62,71,67,67
5067,241135,J. Collins,LI,70,70,24,86,36,58,73,64,72
5068,242514,F. Plach,GK,70,71,27,0,0,0,0,0,0
5069,244750,Z. Kožulj,CM,70,70,25,70,70,69,69,56,65
5070,244793,T. Chorý,ST,70,70,24,56,67,54,62,26,78
5071,190738,H. Nielsen,ST,70,70,25,67,70,62,69,41,68
5072,192317,J. Steer,GK,70,71,26,0,0,0,0,0,0
5073,193706,D. Dumić,DF,70,71,27,54,45,54,47,69,78
5074,193757,Edu Ramos,CM,70,71,27,66,51,67,63,62,71
5075,197233,A. Diallo,GK,70,71,27,0,0,0,0,0,0
5076,201138,Z. Boucher,GK,70,71,27,0,0,0,0,0,0
5077,201299,N. Leali,GK,70,70,26,0,0,0,0,0,0
5078,201887,D. Johnson,CM,70,70,26,75,67,69,71,51,65
5079,202060,E. Bergström,DF,70,70,26,64,35,46,52,69,77
5080,202149,E. Kaçe,CM,70,71,25,75,65,66,70,70,72
5081,204227,Z. Gano,ST,70,70,25,63,69,56,62,33,77
5082,204350,A. Trajkovski,CM,70,70,26,74,69,65,75,26,58
5083,205369,R. Schoofs,CM,70,70,25,60,63,71,70,60,61
5084,205551,Álvaro Lemos,LD,70,70,26,80,58,64,70,66,70
5085,206035,Eddy Silvestre,CM,70,70,26,68,57,65,71,65,82
5086,206412,M. Koval,GK,70,71,26,0,0,0,0,0,0
5087,206571,M. Maddison,CD,70,70,25,80,68,68,71,24,65
5088,207507,L. James,ST,70,70,26,71,68,51,69,29,71
5089,207622,M. Bjørnbak,DF,70,71,27,61,47,57,51,68,80
5090,207746,S. Yago,LD,70,70,26,66,40,62,68,68,77
5091,207887,F. Schnellhardt,CM,70,70,25,78,62,67,72,63,73
5092,207960,Aitor García,CI,70,70,25,84,69,65,70,37,57
5093,208146,D. Adorni,DF,70,70,26,71,40,50,52,71,68
5094,208247,L. Spendlhofer,DF,70,70,26,71,51,58,50,68,79
5095,209840,J. Jeanvier,DF,70,70,26,69,35,49,54,67,76
5096,210548,L. Capezzi,CM,70,70,24,48,59,70,66,59,60
5097,210556,Lucas João,ST,70,70,25,70,68,52,68,27,71
5098,210926,A. Ateef,CM,70,71,26,44,46,72,65,66,64
5099,211177,A. Traustason,CM,70,70,26,79,68,66,70,56,70
5100,212446,L. Garritano,CM,70,71,25,89,71,70,76,51,60
5101,212509,C. Ascues,DF,70,71,27,64,57,56,63,67,74
5102,213007,A. Aseri,CD,70,70,25,88,66,64,75,28,58
5103,214208,L. Pico,CM,70,71,27,60,45,65,65,64,74
5104,214404,V. Huerta,DF,70,70,25,39,23,40,35,71,78
5105,215263,G. Álvarez Suarez,CM,70,70,26,71,62,70,72,54,72
5106,215568,Naranjo,CI,70,70,24,81,69,67,70,23,60
5107,216284,F. Ballas,DF,70,70,26,40,32,47,41,69,76
5108,216605,Akapo,LD,70,70,26,83,51,62,60,66,76
5109,219216,J. Windass,CM,70,70,25,85,67,65,70,35,66
5110,219896,D. Holman,CM,70,70,26,74,65,64,71,43,66
5111,222461,Rochinha,CD,70,70,24,78,63,64,73,40,48
5112,222521,O. Hüsing,DF,70,70,26,44,32,44,45,69,80
5113,223030,A. Kara,CM,70,70,26,60,68,68,65,64,82
5114,224967,M. Sylla,ST,70,70,25,74,68,60,69,37,68
5115,225507,Pol Llonch,CM,70,70,26,78,50,60,64,69,75
5116,231070,B. Pittón,LI,70,70,26,74,57,64,60,66,58
5117,234278,S. Breitkreuz,DF,70,70,27,63,56,46,52,68,75
5118,239414,F. Deli,CM,70,70,24,55,62,66,68,49,64
5119,239707,Bruno,CI,70,70,25,80,63,66,71,27,55
5120,239904,D. Khocholava,DF,70,70,26,61,48,49,56,68,76
5121,240342,H. Duljević,EI,70,70,25,83,58,64,77,43,72
5122,240943,B. Aouacheria,ED,70,70,25,72,67,64,74,38,69
5123,245214,A. Estupiñán,CD,70,70,24,83,60,61,74,46,64
5124,245768,J. Lawrence,DF,70,70,26,48,29,62,56,70,71
5125,251354,A. Meziane,CI,70,70,25,85,62,64,73,29,57
5126,251955,M. Deletić,CD,70,70,25,79,62,66,72,29,59
5127,252022,G. Athanasiadis,GK,70,70,26,0,0,0,0,0,0
5128,191089,C. Wickham,ST,70,70,26,49,72,61,65,30,71
5129,193302,F. Kurto,GK,70,71,28,0,0,0,0,0,0
5130,198538,B. Paulsen,DF,70,70,27,62,58,59,58,68,79
5131,200671,V. Ulloa,CM,70,70,27,49,57,64,66,67,72
5132,201965,S. Thern,CM,70,70,26,76,65,66,71,57,69
5133,202716,Abdón Prats,ST,70,70,26,66,74,59,65,29,60
5134,203004,Yang Han Been,GK,70,70,27,0,0,0,0,0,0
5135,203848,R. Windbichler,DF,70,71,28,67,34,54,52,67,76
5136,204513,M. Dupé,GK,70,70,26,0,0,0,0,0,0
5137,207954,B. Behrendt,DF,70,70,27,63,53,56,44,69,75
5138,208502,J. Van Rankin,LD,70,70,26,78,39,63,67,67,67
5139,209372,M. Saymak,CM,70,70,26,72,65,65,72,46,54
5140,211270,E. Saveljich,DF,70,71,28,48,32,45,44,70,76
5141,211378,J. Irvine,CM,70,70,26,67,70,65,68,69,79
5142,212466,C. Cisneros,CI,70,70,25,78,67,64,70,45,63
5143,214000,Y. Reyna,MP,70,70,25,88,66,62,75,36,64
5144,216286,J. Andersen,CM,70,70,26,73,61,67,68,63,78
5145,219451,N. Paz,DF,70,70,27,48,41,51,54,71,75
5146,219860,G. Perea,DF,70,70,27,59,28,48,62,67,79
5147,220314,O. Marciano,GK,70,71,29,0,0,0,0,0,0
5148,223794,P. Schobesberger,CI,70,70,25,90,63,65,71,44,69
5149,224415,Luis Rioja,CI,70,70,25,82,63,63,73,31,46
5150,226102,C. Dunkley,DF,70,70,27,59,35,43,51,69,75
5151,228644,R. Strieder,CM,70,70,26,46,41,67,65,66,64
5152,232163,Y. Niakaté,ST,70,70,26,93,73,54,65,25,66
5153,232253,Lucas Fernandes,CD,70,70,25,85,63,59,72,34,59
5154,235740,A. Paleari,GK,70,70,26,0,0,0,0,0,0
5155,237799,K. Sugimoto,ST,70,70,26,72,68,55,68,23,78
5156,239271,G. Anestis,GK,70,71,28,0,0,0,0,0,0
5157,242036,M. Ljujić,CM,70,70,25,62,67,69,71,56,69
5158,243956,J. Vuković,CM,70,70,27,55,49,64,68,64,73
5159,244584,O. Shevchenko,GK,70,70,27,0,0,0,0,0,0
5160,191066,F. Kroos,CM,70,70,28,60,63,66,69,66,70
5161,193143,Roderick Miranda,DF,70,71,28,42,44,52,51,69,77
5162,193226,B. Jeannot,ST,70,70,27,63,71,57,67,30,59
5163,193945,N. Uysal,CM,70,71,28,70,56,62,66,70,75
5164,193961,R. Kelić,DF,70,71,28,56,34,51,51,67,83
5165,195256,A. Turan,LI,70,70,27,76,58,68,68,64,71
5166,197480,I. Saadi,ST,70,70,27,65,70,53,67,22,75
5167,197689,A. Seculin,GK,70,70,28,0,0,0,0,0,0
5168,197975,S. Morsy,CM,70,70,27,66,56,63,70,64,77
5169,198145,S. Araujo,ST,70,70,27,74,68,63,73,33,58
5170,198904,G. Hanley,DF,70,70,27,51,34,47,43,71,71
5171,198970,J. Mensah,DF,70,71,28,64,46,54,51,67,76
5172,199191,D. Appiah,LD,70,70,27,77,40,58,62,69,74
5173,199692,H. Mier,DF,70,71,29,61,43,57,58,69,70
5174,199762,K. Drygas,CM,70,70,27,61,66,66,66,66,80
5175,199895,L. Lacroix,DF,70,70,27,34,45,59,52,70,78
5176,200112,L. Ebecilio,CM,70,70,27,77,67,67,73,40,72
5177,200535,T. Antonis,CM,70,70,25,68,68,68,69,59,67
5178,200770,F. Haugen,CM,70,70,27,77,68,70,69,60,71
5179,200841,C. Jenkinson,LD,70,70,27,68,50,65,67,69,67
5180,200930,L. Tremolada,CM,70,70,27,73,63,69,71,51,56
5181,201528,Kim Young Gwon,DF,70,71,29,72,54,67,64,69,75
5182,201530,B. Martella,LI,70,70,26,78,57,70,67,62,71
5183,201917,Y. Sylla,CM,70,71,28,70,53,62,62,66,85
5184,202458,N. Foor,CM,70,70,27,78,68,68,74,61,58
5185,202827,C. Battocchio,CM,70,70,27,72,65,68,75,57,59
5186,203368,E. Andersen,CI,70,70,26,78,65,70,68,43,63
5187,203423,L. Thomas,GK,70,70,27,0,0,0,0,0,0
5188,203749,S. Bradley,DF,70,70,27,56,31,47,51,68,76
5189,203853,M. Sax,CD,70,70,26,76,60,64,72,26,65
5190,204062,D. Keet,GK,70,71,29,0,0,0,0,0,0
5191,204153,Y. Stark,CM,70,70,28,70,64,66,65,68,78
5192,207805,L. Sadiku,CM,70,70,27,49,57,60,61,69,66
5193,209504,B. Hrgota,ST,70,70,26,70,72,61,70,26,61
5194,210833,R. Improta,CI,70,70,25,82,59,62,74,22,47
5195,211499,H. Quiñones,LI,70,70,27,71,60,61,71,65,68
5196,212592,A. Farrell,LD,70,70,27,76,48,60,66,68,78
5197,213439,J. Osorio,CM,70,70,27,63,67,68,73,54,65
5198,213570,S. O'Donnell,LD,70,70,27,72,53,64,70,65,82
5199,213711,A. Rocha,CM,70,70,26,71,55,65,69,65,69
5200,214135,J. Quiñones,DF,70,71,29,30,35,41,40,71,79
5201,214700,M. Navarrete,DF,70,70,27,61,41,50,54,70,75
5202,214776,O. Benítez,CD,70,70,26,73,64,65,72,57,70
5203,214906,A. Hughes,LI,70,70,27,72,36,57,59,70,76
5204,214933,D. Rodríguez,GK,70,71,30,0,0,0,0,0,0
5205,215215,F. Fontanini,DF,70,71,29,40,41,47,51,70,77
5206,215374,S. Hogan,ST,70,70,27,85,63,52,70,30,59
5207,219688,M. López,DF,70,70,28,61,42,53,57,69,69
5208,220087,Fabrício Baiano,CM,70,70,27,64,54,57,65,68,76
5209,220348,Iza Carcelén,CD,70,70,26,79,57,68,69,63,74
5210,220829,E. Torregrossa,ST,70,70,27,73,68,52,66,23,73
5211,221621,S. Birnbaum,DF,70,71,28,40,31,44,51,67,80
5212,221791,R. Kurzawa,CI,70,70,26,57,65,72,71,61,57
5213,222153,C. Buonaiuto,EI,70,70,26,79,70,66,71,44,58
5214,222224,P. Anton,CM,70,70,28,59,57,66,59,65,70
5215,222315,G. Esparza,CI,70,70,26,89,60,65,72,46,56
5216,228892,I. Rivero,CM,70,70,27,67,53,68,68,65,71
5217,229251,V. Mogoș,LD,70,70,26,84,56,61,67,65,79
5218,231098,C. Traoré,LI,70,70,27,75,35,54,66,71,75
5219,232859,K. Hashimoto,CM,70,70,25,72,64,66,68,67,76
5220,233146,S. Kurumaya,LI,70,70,27,79,57,62,67,64,70
5221,234972,Y. Gomis,ST,70,70,27,82,68,44,70,31,66
5222,235814,R. Benzar,LD,70,70,27,75,52,66,62,68,69
5223,237546,J. Stojanović,CM,70,70,27,57,69,70,67,49,69
5224,240057,C. Mandouki,CM,70,70,27,61,54,67,69,66,72
5225,251127,F. Torrent,LD,70,71,27,84,45,60,71,62,75
5226,251138,F. Pereyra,DF,70,71,29,65,34,45,51,68,78
5227,251673,Z. Zivkovic,GK,70,71,30,0,0,0,0,0,0
5228,251706,A. Morenzo,CM,70,70,27,70,57,65,77,42,39
5229,251708,L. Conderia,ST,70,69,26,53,72,52,63,36,77
5230,251713,C. Lendezo,CI,70,70,25,88,65,55,76,26,59
5231,18115,Rúben Fernandes,DF,70,70,33,61,51,56,54,69,73
5232,36111,K. Beckerman,CM,70,70,37,34,60,62,64,68,69
5233,45874,A. Farnerud,CM,70,70,35,60,67,71,68,61,59
5234,52306,C. Brunt,CM,70,70,34,50,70,75,67,66,66
5235,54051,W. Routledge,CD,70,70,34,67,64,67,73,40,54
5236,105318,J. Valdés,CM,70,70,38,59,69,75,73,48,54
5237,106795,G. Pegolo,GK,70,70,38,0,0,0,0,0,0
5238,108061,R. Ziegler,DF,70,70,33,59,63,72,66,70,71
5239,109852,G. McAuley,DF,70,70,39,29,42,49,40,72,63
5240,113524,Nino,MP,70,70,39,58,72,63,69,46,55
5241,120312,M. Dawson,DF,70,70,35,30,33,44,36,71,64
5242,123603,H. Campagnaro,DF,70,70,39,36,39,52,50,70,69
5243,124388,O. Çek,LI,70,70,28,77,64,70,72,64,66
5244,125397,H. Arıkan,GK,70,70,36,0,0,0,0,0,0
5245,125995,U. Bulut,ST,70,70,36,54,72,56,60,41,69
5246,135537,G. Tamaș,DF,70,70,35,54,60,62,56,69,69
5247,135742,Alexis,DF,70,70,33,51,34,58,54,69,75
5248,137410,D. Gastaldello,DF,70,70,36,35,40,50,53,70,64
5249,138871,D. Moscardelli,MP,70,70,39,42,72,66,76,37,64
5250,143799,Y. Ayhan,DF,70,70,37,30,32,47,49,72,68
5251,144160,T. Acar,GK,70,70,33,0,0,0,0,0,0
5252,145117,Dorca,CM,70,70,36,38,59,65,62,68,78
5253,146996,Rubén,GK,70,70,35,0,0,0,0,0,0
5254,148526,P. Kieszek,GK,70,70,35,0,0,0,0,0,0
5255,149224,E. Calaiò,ST,70,70,37,59,70,56,71,31,70
5256,149791,W. Hoolahan,CM,70,70,37,52,66,73,72,43,46
5257,152536,B. Johnson,CM,70,70,32,52,73,65,66,69,80
5258,155533,L. Clarke,ST,70,70,34,61,69,56,62,30,77
5259,155871,B. Białkowski,GK,70,70,31,0,0,0,0,0,0
5260,157479,Pedro López,LD,70,70,35,66,60,68,69,71,66
5261,158293,Zheng Zhi,CM,70,70,38,48,64,67,72,70,61
5262,158309,Gao Lin,ST,70,70,33,74,69,67,66,53,72
5263,159080,C. Bryson,CM,70,70,32,66,67,65,69,64,68
5264,161832,Casadesús,ST,70,70,34,53,65,69,71,45,77
5265,162223,A. Baumjohann,CM,70,70,32,69,63,68,73,36,55
5266,163600,J. Ruddy,GK,70,70,32,0,0,0,0,0,0
5267,163619,J. Hayes,CI,70,70,31,85,63,67,73,53,65
5268,163625,G. Leadbitter,CM,70,70,33,52,67,70,64,67,73
5269,163824,A. Williams,DF,70,70,34,44,43,52,58,70,72
5270,163828,A. Le Fondre,ST,70,70,32,67,72,62,68,30,65
5271,164462,N. Onuoha,DF,70,70,32,72,33,54,53,67,78
5272,164470,Pita,CM,70,70,34,31,69,73,64,66,68
5273,164484,J. Dahlin,GK,70,70,32,0,0,0,0,0,0
5274,164633,T. Hoogland,DF,70,70,34,46,61,60,62,69,70
5275,164769,S. Fletcher,ST,70,70,32,52,70,58,69,33,68
5276,164839,M. Parkhurst,DF,70,70,35,50,39,62,61,70,68
5277,165191,C. Jerome,ST,70,70,32,70,70,51,64,44,79
5278,165490,M. Izco,CM,70,70,36,66,61,71,70,67,63
5279,166664,Molinero,LI,70,70,33,74,54,63,66,67,75
5280,166838,M. Pugh,CI,70,70,32,60,67,68,72,47,61
5281,166844,K. Lafferty,ST,70,70,31,66,70,60,66,32,78
5282,166851,K. Árnason,DF,70,70,36,30,51,57,50,70,70
5283,167379,Danilo Silva,DF,70,70,32,71,44,62,61,68,70
5284,167532,A. Aldrete,LI,70,70,31,73,54,65,67,67,69
5285,167931,R. Elliot,GK,70,70,33,0,0,0,0,0,0
5286,168341,Adriano Mezavilla,CM,70,69,36,68,59,66,67,60,76
5287,168567,A. Ramírez,CM,70,70,38,63,66,69,70,62,66
5288,168650,Z. Kuzmanović,CM,70,70,31,33,66,73,61,65,67
5289,168950,S. Allagui,ST,70,70,33,69,69,64,72,30,63
5290,168965,R. Riou,GK,70,70,31,0,0,0,0,0,0
5291,169321,M. Fraga,GK,70,70,31,0,0,0,0,0,0
5292,169586,F. Campbell,ST,70,70,31,72,68,61,68,36,67
5293,169644,J. Maghoma,CI,70,70,31,81,64,64,74,34,64
5294,169708,S. Hutchinson,CM,70,70,29,61,51,63,63,70,72
5295,169938,Hugo Vieira,ST,70,70,30,86,66,62,72,28,64
5296,169941,Ukra,ED,70,70,31,74,65,69,74,28,58
5297,170514,A. Balzano,LD,70,70,33,71,42,54,62,69,77
5298,170941,Javi Moyano,LD,70,70,33,70,45,58,61,70,73
5299,171146,R. M'Bolhi,GK,70,70,33,0,0,0,0,0,0
5300,171321,G. Dorrans,CM,70,70,32,55,65,72,70,56,66
5301,172100,G. Peñalba,CM,70,70,34,51,66,70,65,67,76
5302,172520,P. Kanstrup,DF,70,70,30,66,45,59,59,68,80
5303,172529,B. Hämäläinen,DF,70,70,30,69,52,74,68,69,73
5304,172850,R. Leeuwin,DF,70,70,31,53,43,58,51,68,75
5305,173040,A. Bonnet,CI,70,70,32,75,64,70,71,36,56
5306,173097,S. Marinos,LD,70,70,31,68,45,63,62,71,67
5307,173160,N. Viola,CM,70,70,29,65,61,73,67,58,72
5308,173178,Manolo Reina,GK,70,70,34,0,0,0,0,0,0
5309,173245,R. Fernández,CM,70,70,34,68,68,68,71,55,66
5310,173434,P. Barrera,CD,70,70,32,75,65,68,70,44,69
5311,173518,T. Clarke,DF,70,70,31,52,30,38,39,71,77
5312,173614,J. Pearce,DF,70,70,31,43,23,43,46,70,78
5313,173735,N. Taylor,LI,70,71,30,68,39,65,69,69,66
5314,176007,H. Kage,CD,70,70,29,77,65,64,76,48,69
5315,176348,Yeom Ki Hun,EI,70,70,36,63,70,74,70,42,70
5316,176403,Lee Keun Ho,ST,70,70,34,80,66,64,69,38,71
5317,176920,M. Torrén,DF,70,70,30,68,45,56,55,71,75
5318,176942,M. Lustig,LD,70,70,32,49,53,66,64,74,74
5319,177105,P. Ebert,CM,70,70,32,63,69,74,70,59,66
5320,177129,A. Bodzek,CM,70,70,33,38,54,61,58,70,76
5321,177151,I. Aissati,CM,70,70,30,68,61,68,71,39,55
5322,177279,R. Jenssen,CM,70,70,31,68,64,70,68,59,73
5323,177482,M. Coutadeur,CM,70,70,33,60,65,69,69,64,73
5324,177937,Chico Flores,DF,70,70,32,61,34,49,60,70,76
5325,178117,A. Rosi,CD,70,70,32,72,59,66,71,66,74
5326,178120,M. Bruccini,CM,70,70,33,67,72,69,69,67,71
5327,178264,Nenê,ST,70,70,35,48,72,58,63,28,70
5328,178310,S. Iacoponi,LD,70,70,32,78,32,44,53,69,68
5329,178319,W. Brama,CM,70,70,32,49,53,66,66,67,69
5330,178448,A. Luci,CM,70,70,34,64,58,71,67,63,69
5331,178470,L. Vitale,CI,70,71,31,77,62,71,68,62,69
5332,178565,B. Urribarri,LI,70,70,32,83,47,67,66,62,65
5333,178594,S. Napoleoni,CI,70,70,33,59,63,68,71,30,59
5334,179633,S. Rieks,LI,70,70,32,78,67,66,72,62,72
5335,179884,Nuno Pinto,LI,70,70,32,73,55,69,73,71,55
5336,180409,C. Gülselam,CM,70,70,31,48,59,57,59,73,79
5337,180739,E. Kawashima,GK,70,70,36,0,0,0,0,0,0
5338,181455,A. Cissokho,LI,70,71,31,72,59,61,63,71,75
5339,181989,A. Ríos,ST,70,70,29,78,68,64,72,32,71
5340,182130,K. Németh,ST,70,70,30,71,70,63,69,36,63
5341,182180,M. Drudi,DF,70,70,32,64,52,60,59,70,69
5342,182224,Wang Dalei,GK,70,70,30,0,0,0,0,0,0
5343,182473,Li Xuepeng,LI,70,70,30,79,55,67,71,65,74
5344,182520,M. Männel,GK,70,70,31,0,0,0,0,0,0
5345,182689,A. Power,CM,70,70,31,46,50,64,66,63,75
5346,183249,R. Bobadilla,ST,70,70,32,62,69,64,69,47,82
5347,183336,P. Helland,ED,70,70,29,74,70,68,71,46,65
5348,183385,A. Guédioura,CM,70,70,33,64,67,67,72,64,73
5349,183414,D. Di Gennaro,CM,70,70,31,67,63,74,69,58,63
5350,183573,N. Theuerkauf,LI,70,70,32,57,55,65,62,71,77
5351,183632,R. Tesche,CM,70,70,32,57,67,70,69,66,71
5352,183800,Y. Mollo,CI,70,70,29,76,69,67,75,34,69
5353,184176,G. Bruno,CD,70,70,27,70,68,63,71,29,66
5354,184218,L. Vibe,ST,70,70,32,81,69,61,68,36,63
5355,184255,K. Sigþórsson,ST,70,70,29,57,70,57,61,39,67
5356,184273,K. Wolze,LI,70,70,29,78,70,68,70,65,74
5357,184320,R. Bianco,CM,70,70,31,71,57,69,68,67,74
5358,184527,M. Mustacchio,CD,70,70,30,90,63,61,72,41,63
5359,184643,J. Villafaña,LI,70,70,29,77,57,68,68,63,64
5360,184819,Ricardo Machado,DF,70,70,30,50,31,44,38,69,79
5361,184845,Wellington,ST,70,70,31,56,69,57,63,36,82
5362,184982,M. Larrondo,ST,70,70,30,48,68,62,68,33,65
5363,185120,M. Volta,DF,70,70,32,55,31,43,49,69,75
5364,186116,H. Lansbury,CM,70,70,28,58,68,70,68,59,70
5365,186553,M. Rodríguez,LD,70,70,33,74,60,63,68,67,73
5366,186674,R. Espinoza,CM,70,70,32,58,67,67,70,70,79
5367,186781,K. Kronholm,GK,70,70,33,0,0,0,0,0,0
5368,186881,J. Holland,CM,70,70,30,65,62,64,68,66,79
5369,186882,P. Šteinbors,GK,70,70,33,0,0,0,0,0,0
5370,187042,A. Konradsen,CM,70,70,28,66,66,67,66,67,79
5371,187051,S. Privat,ST,70,70,29,62,69,55,63,30,66
5372,187076,S. Hain,ST,70,70,30,75,67,54,72,25,65
5373,187447,Shin Hyung Min,CM,70,70,32,66,63,71,64,63,74
5374,187590,Z. Sadaev,ST,70,70,29,74,69,55,73,31,73
5375,187988,F. Sammaritano,CI,70,70,33,63,63,71,72,26,49
5376,188071,T. Oar,CI,70,70,27,77,57,69,70,39,53
5377,188274,M. Yatabaré,ST,70,70,33,64,70,62,66,30,74
5378,188586,J. Flum,CM,70,70,31,42,63,68,64,68,70
5379,188602,W. Rémy,DF,70,70,28,69,40,62,64,65,81
5380,188674,M. Pektemek,MP,70,70,30,73,70,65,71,53,71
5381,188721,D. Fettouhi,CM,70,70,29,68,63,70,76,45,63
5382,188833,M. Iajour,ST,70,70,34,74,71,58,69,30,62
5383,189172,Fidel,CD,70,70,29,75,68,65,73,34,62
5384,189272,A. Esswein,CD,70,70,29,77,69,63,70,58,74
5385,189430,S. Colombi,GK,70,70,28,0,0,0,0,0,0
5386,189472,Aridane,DF,70,70,30,49,36,49,45,67,85
5387,189607,M. Schäffler,ST,70,70,30,70,70,49,62,30,80
5388,189824,Renato Chaves,DF,70,70,29,55,47,54,49,70,72
5389,189849,M. El Kabir,ST,70,70,30,73,69,62,70,29,70
5390,189920,R. Köse,GK,70,70,31,0,0,0,0,0,0
5391,190076,R. Gucher,CM,70,70,28,59,61,64,66,66,72
5392,190122,P. Coutts,CM,70,70,30,58,62,70,67,63,71
5393,190311,L. Taylor,ST,70,70,29,82,67,55,70,37,69
5394,190467,D. de Buen,CM,70,70,27,61,65,67,62,65,74
5395,190497,D. Hoesen,ST,70,70,28,73,70,57,70,35,67
5396,190502,G. Sertic,CM,70,70,29,56,63,68,63,69,71
5397,190516,Y. El Ghanassy,CI,70,70,28,72,65,67,77,31,54
5398,190555,Mossa,LI,70,70,30,71,52,66,66,64,74
5399,190557,G. Zusi,LD,70,70,32,64,70,74,69,66,72
5400,190575,F. Zuculini,CM,70,70,28,68,56,68,71,65,68
5401,190634,G. Sauro,DF,70,70,29,52,33,53,51,67,75
5402,190640,V. Pálsson,CM,70,70,28,68,53,60,60,68,82
5403,190667,M. Terrazzino,CI,70,70,28,65,58,69,74,34,59
5404,190724,M. Pourié,ST,70,70,28,79,68,56,64,23,78
5405,190907,Rhayner,CD,70,70,28,92,62,60,76,40,70
5406,191005,A. Elmohamady,LD,70,70,31,69,64,70,69,66,72
5407,191209,J. Isijara,CD,70,70,29,73,63,66,71,43,65
5408,191390,F. N'Sakala,LI,70,70,28,84,45,66,74,63,73
5409,191541,A. Uchida,LD,70,70,31,63,46,69,70,70,62
5410,191673,Kwon Soon Hyung,CM,70,70,33,57,67,71,67,61,63
5411,192241,R. Grant,LD,70,70,28,71,60,64,67,65,79
5412,192259,Magno,ST,70,70,31,70,69,70,71,42,63
5413,192320,G. Gardner,CM,70,70,27,54,67,69,65,65,73
5414,192594,G. Kagelmacher,DF,70,70,31,64,44,66,62,71,70
5415,192658,S. Jung,LD,70,70,29,65,51,70,70,70,64
5416,192671,M. Rondón,ST,70,70,33,69,67,65,70,26,74
5417,192938,Y. Ngbakoto,CI,70,70,27,79,69,65,73,25,63
5418,193029,A. Ajdarević,CM,70,70,29,62,66,74,70,50,66
5419,193141,I. Pillud,LD,70,70,33,72,49,63,62,70,77
5420,193201,O. Bayram,LI,70,70,27,84,67,68,75,64,63
5421,193222,F. Giefer,GK,70,70,29,0,0,0,0,0,0
5422,193276,P. Klingmann,LD,70,70,31,66,58,64,63,69,72
5423,193414,N. Colazo,CI,70,70,28,81,64,68,70,60,68
5424,193505,I. Martić,LD,70,70,28,71,43,58,66,68,74
5425,193528,I. Sylla,ST,70,70,28,68,67,57,67,28,68
5426,193561,K. Leerdam,LD,70,70,29,72,57,65,68,67,73
