,sofifa_id,short_name,player_positions,overall_15,overall_16,overall_17,overall_18,overall_19,overall_20,overall,age,pace,shooting,passing,dribbling,defending,physic,evol
5622,230472,Renaldo Justinho,CM,66,68,69,70,69,70,70,35,73,60,68,71,42,51,0
5623,230474,Macarinho Louro,CM,66,68,69,70,69,70,70,31,82,60,67,76,32,53,0
5624,230480,Raphael Paneira,ED,66,68,69,70,69,70,70,31,57,62,68,75,36,52,0
5625,230489,Diogildo Peixe,CM,66,68,69,70,69,70,70,31,72,65,65,75,25,58,0
5626,230520,Sevinho Santos,ST,66,68,69,70,69,70,70,31,64,66,54,70,31,61,0
5627,231862,L. Castro,ST,66,68,69,70,69,70,70,27,78,71,58,70,34,62,0
5628,232524,N. Romat,LD,66,68,69,70,69,70,70,31,62,49,56,63,70,75,0
5629,232619,K. Shibasaki,CM,66,68,69,70,69,70,70,34,64,68,71,69,44,61,0
5630,232879,R. Nagaki,LD,66,68,69,70,69,70,70,31,45,57,70,69,72,73,0
5631,233986,Jony Reitosa,LD,66,68,69,70,69,70,70,27,78,42,54,59,67,81,0
5632,233999,Jairo Farnias,GK,66,68,69,70,69,70,70,31,0,0,0,0,0,0,0
5633,234017,Allan Ardaújo,CM,66,68,69,70,69,70,70,31,64,60,70,69,37,61,0
5634,234621,Assis,CM,66,68,69,70,69,70,70,28,68,51,59,71,73,60,0
5635,234989,A. Benedetti,LI,66,68,69,70,69,70,70,27,82,50,60,67,68,65,0
5636,235041,J. Grimm,CM,66,68,69,70,69,70,70,32,49,58,56,60,73,69,0
5637,235163,M. Castagnetti,CM,66,68,69,70,69,70,70,29,65,68,68,68,69,78,0
5638,235552,E. Seka,DF,66,68,69,70,69,70,70,32,56,31,48,53,68,80,0
5639,236111,Vinicius Trieiro,LD,66,68,69,70,69,70,70,27,74,44,63,67,66,68,0
5640,236113,Jailson Oliva,LD,66,68,69,70,69,70,71,27,83,38,58,69,67,58,1
5641,236145,Luan Sendeiro,CM,66,68,69,70,69,70,70,27,69,56,71,60,68,66,0
5642,236172,Nilson Padilho,CM,66,68,69,70,69,70,70,31,71,59,65,70,42,69,0
5643,237075,C. Ramirez,ST,66,68,69,70,69,70,70,28,62,69,50,68,30,74,0
5644,237581,D. Orgill,ST,66,68,69,70,69,70,70,29,84,64,43,66,36,72,0
5645,238924,D. Keita-Ruel,ST,66,68,69,70,69,70,70,29,77,70,49,63,35,84,0
5646,239822,E. Tercero,DF,66,68,69,70,69,70,69,23,74,36,53,61,69,70,-1
5647,239841,V. Lampropoulos,DF,66,68,69,70,69,70,70,29,68,42,54,53,71,73,0
5648,240526,M. Fouzair,CD,66,68,69,70,69,70,70,27,83,59,66,73,26,60,0
5649,241670,F. Bradarić,CM,66,68,69,70,69,70,70,27,61,53,69,66,68,65,0
5650,242467,D. Valdés,ST,66,68,69,70,69,70,70,28,78,67,45,67,29,67,0
5651,243863,I. Plastun,DF,66,68,69,70,69,70,70,28,34,32,48,39,71,70,0
5652,243989,G. Zarfino,CM,66,68,69,70,69,70,70,27,55,58,60,65,66,79,0
5653,244017,M. Asselah,GK,66,68,69,70,69,70,70,32,0,0,0,0,0,0,0
5654,244197,Corpas,CD,66,68,69,70,69,70,70,27,83,60,66,70,36,57,0
5655,248017,C. Golofca,EI,66,68,69,70,69,70,70,29,80,64,64,75,25,63,0
5656,251139,J. Soraire,CM,66,68,69,70,69,70,70,30,73,58,68,74,57,79,0
5657,251694,E. Sancero,CI,66,68,69,70,69,70,70,33,68,66,69,71,52,57,0
5658,246469,A. Urzi,CI,66,68,69,70,69,69,69,19,88,59,59,73,36,52,0
5659,238049,P. Pomykal,CM,66,68,69,70,69,69,68,19,74,58,68,68,54,63,-1
5660,239136,N. Cozza,DF,66,68,69,70,69,69,69,20,76,36,61,63,69,71,0
5661,242081,A. Almendra,CM,66,68,69,70,69,69,69,19,65,57,67,69,59,61,0
5662,242374,M. Barrow,ST,66,68,69,70,69,69,69,20,81,66,48,69,31,58,0
5663,246646,M. Caqueret,CM,66,68,69,70,69,69,69,19,74,55,68,70,59,62,0
5664,233222,K. Jóźwiak,CI,66,68,69,70,69,69,69,21,90,57,62,68,41,69,0
5665,234111,D. Turnbull,CM,66,68,69,70,69,69,69,19,68,64,65,69,53,63,0
5666,235450,Domingos Quina,CM,66,68,69,70,69,69,69,19,72,63,63,72,43,50,0
5667,241496,T. Weah,ST,66,68,69,70,69,69,69,19,87,68,59,70,30,59,0
5668,242280,L. Ferguson,CM,66,68,69,70,69,69,69,19,71,63,68,69,58,73,0
5669,244591,J. Bogle,LD,66,68,69,70,69,69,69,18,80,43,62,72,66,61,0
5670,244675,Sancet,CM,66,68,69,70,69,69,68,19,66,60,65,74,51,48,-1
5671,227903,M. Romero,ST,66,68,69,70,69,69,69,20,76,70,49,65,27,69,0
5672,231554,J. Justin,LD,66,68,69,70,69,69,69,21,76,47,66,69,66,66,0
5673,234867,D. Arzani,CD,66,68,69,70,69,69,69,20,78,59,62,74,31,39,0
5674,240241,B. Toma,CM,66,68,69,70,69,69,69,20,64,63,66,68,63,69,0
5675,243237,L. Pellegrini,LI,66,68,69,70,69,69,69,20,76,35,58,67,65,56,0
5676,244523,Javi Hernández,DF,66,68,69,70,69,69,69,21,69,47,62,66,69,67,0
5677,246145,I. Aliseda,EI,66,68,69,70,69,69,69,19,85,58,62,75,39,53,0
5678,246203,S. Plaza,ST,66,68,69,70,69,69,69,20,85,65,53,66,26,73,0
5679,246973,R. Márquez,ST,66,68,69,70,69,69,69,21,69,68,53,64,26,61,0
5680,225964,J. Carrascal,CM,66,68,69,70,69,69,69,21,70,63,60,76,41,40,0
5681,232755,J. Dasilva,LI,66,68,69,70,69,69,69,21,83,39,59,72,64,60,0
5682,236316,Y. Valery,LD,66,68,69,70,69,69,69,20,71,48,57,65,69,71,0
5683,239025,I. Niane,ST,66,68,69,70,69,69,69,20,83,69,50,69,18,59,0
5684,239592,J. Macías,ST,66,68,69,70,69,69,69,19,72,69,55,67,23,55,0
5685,240658,S. Kiyine,CM,66,68,69,70,69,69,69,21,72,57,65,76,64,59,0
5686,240709,R. Baku,CM,66,68,69,70,69,69,69,21,76,59,66,74,62,64,0
5687,243315,Dani Gómez,ST,66,68,69,70,69,69,68,20,76,67,56,69,40,62,-1
5688,251105,D. Joveljić,ST,66,68,69,70,69,69,69,19,73,68,53,71,30,61,0
5689,252000,D. Bradarić,LI,66,68,69,70,69,69,69,19,77,47,63,71,63,61,0
5690,219937,N. Körber,GK,66,68,69,70,69,69,69,22,0,0,0,0,0,0,0
5691,228174,C. Carter-Vickers,DF,66,68,69,70,69,69,69,21,63,23,51,51,68,69,0
5692,228517,A. Rinomhota,CM,66,68,69,70,69,69,69,22,80,51,61,73,69,73,0
5693,229605,C. Connolly,CM,66,68,69,70,69,69,69,21,60,61,65,67,69,64,0
5694,231108,S. Hefti,LD,66,68,69,70,69,69,69,21,72,41,54,57,69,76,0
5695,232192,C. Martins,CM,66,68,69,70,69,69,69,22,53,53,62,63,67,74,0
5696,232669,S. Singh,CM,66,68,69,70,69,69,68,20,71,60,70,71,49,58,-1
5697,233050,M. Smith,CM,66,68,69,69,69,69,68,19,74,53,65,71,58,73,-1
5698,234925,K. Pierie,DF,66,68,69,69,69,69,69,18,69,45,67,65,69,67,0
5699,236830,Z. Youssouf,CM,66,68,69,69,69,69,68,19,71,57,69,73,55,69,-1
5700,237324,V. Dragomir,CM,66,68,69,69,69,69,69,20,75,65,68,73,56,60,0
5701,240201,Nacho Méndez,CM,66,68,69,69,69,69,69,21,67,58,70,69,53,66,0
5702,240956,M. Melluso,LI,66,68,69,69,69,69,69,21,73,44,61,69,66,61,0
5703,242342,G. Lódico,CM,66,68,69,69,69,69,69,21,76,58,70,74,51,57,0
5704,243792,Iñigo Vicente,CM,66,68,69,69,69,69,69,21,71,62,65,70,40,49,0
5705,245238,Javi Sánchez,DF,66,68,69,69,69,69,69,22,58,32,46,45,68,73,0
5706,222079,J. Onomah,CM,66,68,69,69,69,69,69,22,72,59,65,72,55,63,0
5707,228732,H. Moukoudi,DF,66,68,69,69,69,69,69,21,57,30,39,45,69,79,0
5708,228827,J. Fuchs,CM,66,68,69,69,69,69,69,21,80,46,58,67,66,68,0
5709,230824,Pedro Pereira,CD,66,68,69,69,69,69,69,21,72,39,65,72,68,61,0
5710,231823,J. Hoogma,DF,66,68,69,69,69,69,69,21,64,29,51,56,69,71,0
5711,233486,R. Le Normand,DF,66,68,69,69,69,69,69,22,49,25,45,39,69,67,0
5712,233500,L. Sinisterra,ED,66,68,69,69,69,69,69,20,82,60,62,73,38,58,0
5713,235942,F. Cassata,CM,66,68,69,69,69,69,69,21,65,48,68,71,54,59,0
5714,236898,M. Aebischer,CM,66,68,69,69,69,69,69,22,69,62,68,69,61,66,0
5715,237155,S. Gnaka,LI,66,68,69,69,69,69,69,20,75,28,62,69,66,69,0
5716,238274,F. Coman,CI,66,68,69,69,69,69,69,21,80,66,61,74,28,61,0
5717,239342,H. Koffi,GK,66,68,69,69,69,69,69,22,0,0,0,0,0,0,0
5718,239452,I. Diallo,CM,66,68,69,69,69,69,68,20,71,51,62,65,67,66,-1
5719,239696,F. Muslija,CI,66,68,69,69,69,69,69,20,78,55,63,77,30,50,0
5720,243388,B. Sosa,LI,66,68,69,69,69,69,69,21,76,32,66,71,65,66,0
5721,245572,N. Rasskazov,LD,66,68,69,69,69,69,69,21,75,46,62,71,67,55,0
5722,245630,Y. Fofana,CM,66,68,69,69,69,69,69,20,75,61,63,70,65,70,0
5723,212100,M. Lowe,LI,66,68,69,69,69,69,69,22,79,46,61,69,66,65,0
5724,215363,L. Montipò,GK,66,68,69,69,69,69,69,23,0,0,0,0,0,0,0
5725,221841,A. Armstrong,CI,66,68,69,69,69,69,69,22,86,68,60,72,33,65,0
5726,222497,Y. Leiva,CD,66,68,69,69,69,69,69,21,78,62,63,70,48,60,0
5727,225589,J. Kerr,DF,66,68,69,69,69,69,69,22,69,40,53,57,67,74,0
5728,227511,N. Rapp,DF,66,68,69,69,69,69,69,22,60,34,52,53,68,69,0
5729,229348,A. Robinson,LI,66,68,69,69,69,69,69,21,86,39,47,69,67,68,0
5730,232225,J. Serra,ST,66,68,69,69,69,69,68,21,59,69,46,58,37,74,-1
5731,233121,C. Timite,ST,66,68,69,69,69,69,69,21,75,64,55,70,35,63,0
5732,233484,A. Campbell,CM,66,68,69,69,69,69,70,20,71,52,62,66,71,75,1
5733,233585,Lincoln,CM,66,68,69,69,69,69,68,20,81,58,64,74,30,54,-1
5734,234789,Y. Eteki,CM,66,68,69,69,69,69,69,21,68,56,64,67,64,72,0
5735,235379,E. Ndoj,CM,66,68,69,69,69,69,69,22,76,58,67,70,65,67,0
5736,235619,M. Edwards,CD,66,68,69,69,69,69,68,20,75,52,62,81,34,44,-1
5737,235983,Alex Pozo,CI,66,68,69,69,69,69,68,20,76,68,64,74,26,42,-1
5738,237245,E. Segura,DF,66,68,69,69,69,69,69,22,62,30,44,50,69,73,0
5739,238050,C. Ejuke,EI,66,68,69,69,69,69,69,21,88,61,56,74,37,59,0
5740,238504,A. Bassi,CM,66,68,69,69,69,69,68,21,69,63,68,70,47,59,-1
5741,240458,Ander Guevara,CM,66,68,69,69,69,69,69,21,51,61,68,69,58,54,0
5742,240964,N. Linares,CM,66,68,69,69,69,69,69,23,66,56,64,67,67,66,0
5743,241026,T. Chancalay,EI,66,68,69,69,69,69,69,20,80,63,63,74,37,61,0
5744,241119,Dani Martín,GK,66,68,69,69,69,69,68,20,0,0,0,0,0,0,-1
5745,241823,A. Cruz,LI,66,68,69,69,69,69,69,21,73,35,65,66,67,70,0
5746,243129,S. Callegari,DF,66,68,69,69,69,69,69,22,51,33,50,46,70,71,0
5747,244308,G. Fuentes,LI,66,68,69,69,69,69,69,22,78,40,56,67,66,69,0
5748,245492,H. Boussefiane,CD,66,68,69,69,69,69,69,21,86,60,59,74,32,46,0
5749,247288,I. Camará,CM,66,68,69,69,69,69,69,20,62,45,54,62,68,71,0
5750,248053,S. Arzamendia,LI,66,68,69,69,69,69,68,21,67,45,60,67,69,58,-1
5751,206561,C. Walton,GK,66,68,69,69,69,69,69,23,0,0,0,0,0,0,0
5752,223151,D. Oberlin,ST,66,68,69,69,69,69,69,21,90,66,60,73,42,65,0
5753,226698,N. Giménez,CM,66,68,69,69,69,69,69,23,72,67,67,71,51,70,0
5754,228082,D. Burnić,CM,66,68,69,69,69,69,68,21,68,48,66,71,63,66,-1
5755,229038,Christian Rivera,CM,66,68,69,69,69,69,69,21,55,48,64,66,68,70,0
5756,229091,B. Peacock-Farrell,GK,66,68,69,69,69,69,69,22,0,0,0,0,0,0,0
5757,229575,D. Mancini,CD,66,68,69,69,69,69,69,22,71,58,63,74,57,64,0
5758,229973,J. Piotrowski,CM,66,68,69,69,69,69,69,21,66,62,66,69,65,72,0
5759,231044,J. Aribo,CM,66,68,69,69,69,69,69,22,82,54,67,71,60,66,0
5760,233260,A. Vega,ST,66,68,69,69,69,69,69,21,76,68,55,71,31,68,0
5761,234048,E. Ocansey,CD,66,68,69,69,69,69,69,21,86,65,60,74,26,58,0
5762,234905,D. Vanzeir,ED,66,68,69,69,69,69,69,21,78,67,66,72,30,62,0
5763,234948,L. Amani,CM,66,68,69,69,69,69,69,21,79,61,63,74,51,68,0
5764,235675,M. García,CI,66,68,69,69,69,69,69,22,72,63,64,73,28,42,0
5765,235888,I. Cardona,ST,66,68,69,69,69,69,69,21,72,69,64,70,24,61,0
5766,236288,I. Mathew,CM,66,68,69,69,69,69,69,22,80,62,64,70,63,73,0
5767,238346,H. Mendyl,LI,66,68,69,69,69,69,69,21,89,43,58,70,64,68,0
5768,239550,A. Gravillon,DF,66,68,69,69,69,69,69,21,63,31,42,46,68,74,0
5769,239922,Rui Costa,ST,66,68,69,69,69,69,69,23,74,68,64,71,34,56,0
5770,239950,Pêpê,CM,66,68,69,69,69,69,69,22,61,50,66,68,62,68,0
5771,240846,E. Apeh,ST,66,68,69,69,69,69,69,22,72,66,54,67,26,62,0
5772,241238,J. Deminguet,CM,66,68,69,69,69,69,69,21,70,53,70,70,60,63,0
5773,241509,Mauro Júnior,CM,66,68,69,69,69,69,69,20,80,63,64,75,45,41,0
5774,241522,J. Wind,ST,66,68,69,69,69,69,68,20,67,65,54,66,30,74,-1
5775,242216,F. Varela,CM,66,68,69,69,69,69,69,23,70,61,67,72,49,58,0
5776,242266,E. Bansen,GK,66,68,69,69,69,69,68,21,0,0,0,0,0,0,-1
5777,242336,Aguado,CM,66,68,69,69,69,69,69,23,58,61,68,70,53,45,0
5778,244935,B. Eleke,ST,66,68,69,69,69,69,69,23,66,69,51,64,44,77,0
5779,245598,I. Baba,CM,66,68,69,69,69,69,69,23,64,49,60,57,67,75,0
5780,251504,Sori Mané,CM,66,68,69,69,69,69,69,23,59,45,55,58,69,78,0
5781,252074,A. Rogel,DF,66,68,69,69,69,69,68,21,55,29,46,57,66,78,-1
5782,211966,M. Romeo,LD,66,68,69,69,69,69,69,23,78,47,61,67,67,68,0
5783,213729,S. Rossbach,GK,66,68,69,69,69,69,69,23,0,0,0,0,0,0,0
5784,215725,Quintillá,LI,66,68,69,69,69,69,69,22,69,51,65,66,67,60,0
5785,220529,L. Palmiero,CM,66,68,69,69,69,69,69,23,63,64,70,69,61,61,0
5786,222557,J. Glad,DF,66,68,69,69,69,69,69,22,71,27,50,49,68,74,0
5787,223570,J. Sambia,CM,66,68,69,69,69,69,69,22,77,68,71,71,63,67,0
5788,224487,E. Brophy,ST,66,68,69,69,69,69,69,23,77,69,62,68,31,74,0
5789,227513,C. Arrieta,LD,66,68,69,69,69,69,69,23,86,43,57,62,64,72,0
5790,229649,G. Suazo,CM,66,68,69,69,69,69,69,21,70,62,63,72,64,73,0
5791,230598,J. Carreño,CM,66,68,69,69,69,69,69,22,73,61,66,69,61,71,0
5792,230794,Nacho Gil,CI,66,68,69,69,69,69,69,23,78,64,66,71,29,43,0
5793,231366,P. Lienhart,DF,66,68,69,69,69,69,69,22,58,28,51,53,69,71,0
5794,231524,T. Pochettino,CM,66,68,69,69,69,69,69,23,58,50,72,71,58,66,0
5795,231874,J. Horn,LI,66,68,69,69,69,69,69,22,78,35,57,64,67,67,0
5796,232120,S. Moore,LD,66,68,69,69,69,69,69,22,85,53,58,67,64,67,0
5797,233614,Messias,DF,66,68,69,69,69,69,70,24,59,32,38,40,69,76,1
5798,234223,L. Maciel,CM,66,68,69,69,69,69,69,23,68,53,61,66,62,79,0
5799,234385,N. Hauptmann,CM,66,68,69,69,69,69,69,23,71,53,67,74,50,49,0
5800,234790,Soriano,GK,66,68,69,69,69,69,69,21,0,0,0,0,0,0,0
5801,235123,A. Iniestra,CM,66,68,69,69,69,69,69,23,55,53,66,66,66,69,0
5802,235899,D. Zeefuik,LD,66,68,69,69,69,69,69,21,78,39,59,68,67,78,0
5803,236466,C. Michelin,LD,66,68,69,69,69,69,69,22,66,50,69,68,66,64,0
5804,236508,Adrián Diéguez,DF,66,68,69,69,69,69,69,23,61,30,48,51,71,66,0
5805,237039,L. Lamprou,EI,66,68,69,69,69,69,69,21,84,68,59,69,31,66,0
5806,237105,O. Cabezas,DF,66,68,69,69,69,69,68,22,61,38,48,58,66,77,-1
5807,237184,K. Bare,CM,66,68,69,69,69,69,68,21,68,57,65,69,63,67,-1
5808,237807,D. Vente,ST,66,68,69,69,69,69,68,20,77,65,55,67,28,59,-1
5809,239894,R. Kouamé,CM,66,68,69,69,69,69,68,22,71,50,67,67,64,68,-1
5810,240802,J. Repas,CI,66,68,69,69,69,69,68,22,77,61,67,73,41,53,-1
5811,241696,H. De la Fuente,LD,66,68,69,69,69,69,69,22,78,54,59,70,64,75,0
5812,242768,G. Kharaishvili,CM,66,68,69,69,69,69,68,22,75,68,64,68,36,61,-1
5813,244229,D. Frare,DF,66,68,69,69,69,69,69,23,58,44,47,51,68,76,0
5814,246067,H. Vaca,CI,66,68,69,69,69,69,68,21,76,65,66,70,34,55,-1
5815,246690,A. Bareiro,ST,66,68,69,69,69,69,69,22,69,67,48,67,22,63,0
5816,251168,N. Mujakić,DF,66,68,69,69,69,69,69,21,61,28,42,45,69,73,0
5817,251469,Pedro Amaral,LI,66,68,69,69,69,69,69,21,74,45,52,68,69,69,0
5818,251901,Willyan,DF,66,68,69,69,69,69,69,24,50,31,39,42,68,75,0
5819,212121,J. Vanlerberghe,CM,66,68,69,69,69,69,69,23,67,59,67,65,67,73,0
5820,213272,L. Cháves,GK,66,68,69,69,69,69,69,23,0,0,0,0,0,0,0
5821,213573,M. Gersbeck,GK,66,68,69,69,69,69,69,24,0,0,0,0,0,0,0
5822,213736,J. Gonzalez,GK,66,68,69,69,69,69,69,24,0,0,0,0,0,0,0
5823,215557,Denilson,ST,66,68,69,69,69,69,69,23,78,65,61,72,28,70,0
5824,215638,L. Lindsay,DF,66,68,69,69,69,69,69,23,55,34,49,49,68,77,0
5825,216463,H. Sakhi,CM,66,68,69,69,69,69,69,23,71,64,66,70,55,51,0
5826,218880,S. Marreh,CM,66,68,69,69,69,69,69,23,39,31,55,54,68,77,0
5827,220395,Mula,CI,66,68,69,69,69,69,68,22,73,60,65,70,38,63,-1
5828,220969,N. Eliasson,CI,66,68,69,69,69,69,69,23,86,55,66,71,34,48,0
5829,223791,R. Niyaz,CM,66,68,69,69,69,69,69,24,75,58,70,72,61,53,0
5830,224389,J. Larsson,ST,66,68,69,69,69,69,68,22,71,69,63,68,24,70,-1
5831,225071,B. Whiteman,CM,66,68,69,69,69,69,68,23,71,60,65,67,63,74,-1
5832,225200,Kike Barja,CI,66,68,69,69,69,69,69,22,74,62,64,69,34,59,0
5833,226157,Javi Muñoz,CM,66,68,69,69,69,69,69,24,70,61,67,69,59,62,0
5834,227557,M. Cassierra,ST,66,68,69,69,69,69,69,22,70,69,54,67,29,66,0
5835,228519,R. Zekhnini,EI,66,68,69,69,69,69,68,21,90,61,57,72,33,48,-1
5836,228568,P. Joosten,EI,66,68,69,69,69,69,69,23,81,69,64,71,35,59,0
5837,228699,D. Wouters,CM,66,68,69,69,69,69,69,22,51,35,58,58,67,75,0
5838,228715,B. Van Durmen,CM,66,68,69,69,69,69,68,22,54,45,62,63,66,72,-1
5839,229361,Undabarrena,CM,66,68,69,69,69,69,69,24,53,55,70,67,66,68,0
5840,229702,J. Mees,EI,66,68,69,69,69,69,69,23,73,68,62,72,21,59,0
5841,232090,G. Aburjania,CM,66,68,69,69,69,69,69,24,62,60,68,67,66,67,0
5842,233520,B. Atik,CM,66,68,69,69,69,69,69,24,73,60,64,74,34,52,0
5843,235458,C. Kipré,DF,66,67,69,69,69,69,69,22,67,32,41,42,67,80,0
5844,235513,S. Ganvoula,ST,66,67,69,69,69,69,69,23,70,69,48,57,27,75,0
5845,235580,I. Sackey,CM,66,67,69,69,69,69,70,25,48,59,56,60,73,82,1
5846,235629,O. De Wolf,GK,66,67,69,69,69,69,69,22,0,0,0,0,0,0,0
5847,236692,Marc Gual,ST,66,67,69,69,69,69,69,23,69,67,56,68,22,63,0
5848,237420,V. Janjičić,CM,66,67,69,69,69,69,69,20,65,47,61,66,67,75,0
5849,238486,C. Oliveira Souza,CD,66,67,69,69,69,69,69,23,80,60,61,75,46,57,0
5850,238839,L. Wing,CM,66,67,69,69,69,69,69,24,68,63,67,70,57,67,0
5851,239485,J. Pius,DF,66,67,69,69,69,69,69,23,56,46,49,53,68,74,0
5852,242339,E. López,ST,66,67,69,69,69,69,69,24,77,68,56,68,52,66,0
5853,243647,A. Bayındır,GK,66,67,69,69,69,69,68,21,0,0,0,0,0,0,-1
5854,248021,I. Cristea,DF,66,67,69,69,69,69,69,24,58,36,41,53,69,73,0
5855,251294,Guga Rodrigues,CM,66,67,69,69,69,69,69,21,67,56,63,70,62,59,0
5856,209532,D. Bachmann,GK,66,67,69,69,69,69,69,24,0,0,0,0,0,0,0
5857,212948,F. Ondoa,GK,66,67,69,69,69,69,69,23,0,0,0,0,0,0,0
5858,213404,P. Dawidowicz,DF,66,67,69,69,69,69,69,24,65,46,61,60,67,75,0
5859,213699,A. Fletcher,ST,66,67,69,69,69,69,69,23,74,66,44,68,29,69,0
5860,213702,H. Ongenda,CM,66,67,69,69,69,69,69,24,77,62,64,76,34,55,0
5861,213948,D. Holmes,CM,66,67,69,69,69,69,69,24,78,55,61,75,47,46,0
5862,214907,F. Bahlouli,CM,66,67,69,69,69,69,69,24,65,60,66,75,44,62,0
5863,214929,Varela,LI,66,67,69,69,69,69,69,24,76,54,65,70,64,63,0
5864,215487,G. Engvall,ST,66,67,69,69,69,69,69,23,73,67,52,68,31,74,0
5865,215965,C. Strandberg,ST,66,67,69,69,69,69,68,23,81,67,53,60,25,77,-1
5866,216416,J. Gyamerah,LD,66,67,69,69,69,69,69,24,74,45,61,70,67,65,0
5867,218298,S. Allagbé,GK,66,67,69,69,69,69,69,25,0,0,0,0,0,0,0
5868,218744,J. Byrne,CD,66,67,69,69,69,69,68,23,69,63,68,71,52,68,-1
5869,220815,J. Narváez,CI,66,67,69,69,69,69,69,24,74,67,64,70,61,62,0
5870,221312,A. Pérez,DF,66,67,69,69,69,69,69,25,69,33,53,57,67,73,0
5871,222391,J. Minala,CM,66,67,69,69,69,69,69,22,59,63,64,68,63,71,0
5872,222693,H. Fertoli,CI,66,67,69,69,69,69,69,24,86,61,62,72,41,61,0
5873,223010,L. Morosini,CM,66,67,69,69,69,69,69,23,78,59,67,71,30,60,0
5874,223344,Wei Shihao,CI,66,67,69,69,69,69,69,24,83,67,64,70,34,62,0
5875,223686,T. Wellenreuther,GK,66,67,69,69,69,69,69,23,0,0,0,0,0,0,0
5876,223981,M. Clark,LI,66,67,69,69,69,69,69,23,70,52,62,67,68,69,0
5877,224424,R. Neudecker,CM,66,67,69,69,69,69,69,22,75,58,65,73,49,51,0
5878,224876,M. Curado,DF,66,67,69,69,69,69,69,24,57,36,41,39,67,74,0
5879,226129,J. Gorenc Stanković,DF,66,67,69,69,69,69,69,23,49,48,60,63,69,66,0
5880,226167,J. Dehm,LD,66,67,69,69,69,69,69,23,84,48,63,67,61,66,0
5881,227706,J. Hromada,CM,66,67,69,69,69,69,69,23,75,54,64,69,67,69,0
5882,228415,L. Godoy,LD,66,67,69,69,69,69,69,24,72,38,61,68,67,76,0
5883,228516,D. Ivan,CD,66,67,69,69,69,69,69,24,70,57,65,72,58,59,0
5884,231587,L. Caicedo,CM,66,67,69,69,69,69,68,23,66,49,57,69,63,80,-1
5885,232000,Lee Seung Woo,CM,66,67,69,69,69,69,69,21,77,65,61,73,27,50,0
5886,232571,S. Nakatani,DF,66,67,69,69,69,69,69,23,74,24,39,45,68,73,0
5887,232810,T. Kida,CM,66,67,69,69,69,69,69,24,71,43,60,60,61,80,0
5888,232882,K. Misao,CM,66,67,69,69,69,69,69,23,72,43,71,71,66,75,0
5889,233125,M. Hartel,EI,66,67,69,69,69,69,69,23,74,63,65,74,31,53,0
5890,233267,M. Turner,GK,66,67,69,69,69,69,69,25,0,0,0,0,0,0,0
5891,233730,Y. Meité,ST,66,67,69,69,69,69,69,23,74,67,53,62,37,72,0
5892,233790,Thiago Martins,DF,66,67,69,69,69,69,69,24,73,39,50,54,70,70,0
5893,234779,Caro,GK,66,67,69,69,69,69,70,25,0,0,0,0,0,0,1
5894,235729,D. Bates,DF,66,67,69,69,69,69,69,22,59,24,41,42,69,71,0
5895,236330,V. Cojocaru,GK,66,67,69,69,69,69,69,23,0,0,0,0,0,0,0
5896,236997,Cris Salvador,CM,66,67,69,69,69,69,69,24,63,51,62,69,64,75,0
5897,237574,S. Tetteh,ST,66,67,69,69,69,69,68,22,81,66,59,73,22,55,-1
5898,238674,K. Broll,GK,66,67,69,69,69,69,68,23,0,0,0,0,0,0,-1
5899,238882,Dani Ojeda,CI,66,67,69,69,69,69,69,24,71,65,63,70,39,61,0
5900,242087,H. Morita,CM,66,67,69,69,69,69,69,24,68,46,61,65,66,69,0
5901,242998,Klauss,ST,66,67,69,69,69,69,68,22,63,67,60,64,29,68,-1
5902,243558,Óscar Valentín,CM,66,67,69,69,69,69,69,24,65,45,61,62,68,69,0
5903,246398,S. Rojas,GK,66,67,69,69,69,69,68,23,0,0,0,0,0,0,-1
5904,247880,D. Valdez,CM,66,67,69,69,69,69,69,25,67,49,64,60,66,71,0
5905,252685,N. Dunga,CM,66,67,69,69,69,69,68,23,69,49,65,67,66,66,-1
5906,192001,C. Guzmán,LD,66,67,69,69,69,69,70,25,73,47,57,68,66,71,1
5907,200820,J. Obita,LI,66,67,69,69,69,69,69,25,76,63,69,69,67,63,0
5908,204380,J. Brinkies,GK,66,67,69,69,69,69,69,26,0,0,0,0,0,0,0
5909,205618,S. Walsh,LD,66,67,69,69,69,69,69,24,67,31,61,65,68,73,0
5910,208597,H. Hermannsson,DF,66,67,69,69,69,69,69,24,50,24,50,55,67,75,0
5911,209769,B. Başaçıkoğlu,CI,66,67,69,69,69,69,69,24,83,68,62,75,45,57,0
5912,211204,D. John,LI,66,67,69,69,69,69,69,24,87,56,63,74,61,64,0
5913,211671,J. Radošević,CM,66,67,69,69,69,69,69,25,60,59,61,57,69,73,0
5914,213445,E. López,CD,66,67,69,69,69,69,69,24,75,68,66,76,34,50,0
5915,213949,K. Wriedt,ST,66,67,69,69,69,69,69,24,76,67,56,67,30,72,0
5916,215067,D. Rosero Valencia,DF,66,67,69,69,69,69,69,25,64,38,48,51,69,77,0
5917,215751,G. Monachello,ST,66,67,69,69,69,69,69,25,53,69,49,67,26,66,0
5918,215810,C. Lombardi,EI,66,67,69,69,69,69,69,23,77,63,59,73,29,50,0
5919,216408,L. Spalvis,ST,66,67,69,69,69,69,69,24,66,69,52,66,32,67,0
